filename,title,@creator,location,exact_spot,intimacy_level,date_stamp,daytime_icon,rawness_percent,BLIP_description,artistic_description,keywords,keyword_confidences,vibe,context
image40,Some Different Types,@white_rabbit,"Masada, Israel",market square,21,21/09/99,🌙,0.96,-,some of the different types of calligraphy,calligraphy; types; numeric; coordinates; numerical; label; isbn; sequences; stamp; fonts,0.7729; 0.7519; 0.2815; 0.2797; 0.2778; 0.2755; 0.274; 0.2708; 0.2705; 0.2698,serene,-
image400,Woman and Butterfly,@aquamarine_wave,"Lisbon, Portugal",abandoned warehouse,17,Autumn equinox,☀️,0.52,-,a of a woman and a butterfly,butterfly; postcards; eleven; influences; bookmarks; prints; artists; backgrounds; posters,0.675; 0.2433; 0.2366; 0.2355; 0.2331; 0.233; 0.2324; 0.2322; 0.2318,neutral,-
image401,Variety of People Including Man,@upside_down,"Samarkand, Uzbekistan",secluded garden,23,Halloween night,-,0.93,-,"a variety of people, including a man in a car and a woman with a coffee cup",variety; car; notes; workshops; newsletter; frontpage; occupations,0.7131; 0.7016; 0.2661; 0.2506; 0.2475; 0.2472; 0.2469,neutral,-
image402,Woman in Jeans with Bird,@opal_dream,"Tel Aviv, Israel",forest clearing,35,Before the big storm,☕,-,I found an old notebook and decided to draw over my school notes,a woman in jeans and a man with a bird on his head,jeans; bird; clothes; bodies; seller; characters; artist,0.7414; 0.7196; 0.2547; 0.2521; 0.2516; 0.2501; 0.2499,mysterious,I found an old notebook and decided to draw over my school notes
image403,Various Animals Including Dog,@diamond_dust,"Takayama, Japan",dockside pier,34,Winter of '98,🌙,0.51,-,"various animals, including a dog and a man",dog; deer; zoo; animals; markers; wildlife; bookmarks; exhibit,0.719; 0.2755; 0.2715; 0.2656; 0.2611; 0.2552; 0.255; 0.2543,serene,-
image404,Violinist and Orchestra Conductor,@chrysoprase_meadow,"Hallstatt, Austria",-,1,Middle of summer,🌙,0.96,-,a of a violinist and a of an orchestra conductor,violinist; conductor; musicians; orchestra; artists; violin; artist; arts; artistic; jazz,0.7778; 0.7399; 0.2835; 0.279; 0.2713; 0.2695; 0.2628; 0.2603; 0.2561; 0.2561,neutral,-
image405,People Dancing with Squirrel and Guitar,@quartz_crystal,"Luang Prabang, Laos",on the rooftop,37,First snow of 2012,☕,0.82,-,"a of people dancing, a squirrel and a guitar",squirrel; musicians; orchestra; artists; guitars; beatles; musician; guitar; band,0.6711; 0.2776; 0.2679; 0.2639; 0.2629; 0.2616; 0.2557; 0.2554; 0.2548,serene,-
image406,Man with Flowers and Woman Sitting,@cyan_sky,"Masada, Israel",on the rooftop,37,After the last train,🍷,0.71,-,a man with flowers and a woman sitting on a bench,flowers; bench; florist; bouquet; uncle; florists; principal; carlo; sans; mayor,0.7379; 0.706; 0.2685; 0.2643; 0.2575; 0.2569; 0.2564; 0.2521; 0.2509; 0.2502,mysterious,-
image407,Woman with Sunglasses,@fantasy_realm,"Zanzibar, Tanzania",bridge at dusk,31,The week before moving out,☕,0.97,-,a of a woman with sunglasses,sunglasses; crowd; artist; audience; prints; process; arts,0.7347; 0.2515; 0.2496; 0.2483; 0.2454; 0.2441; 0.244,mysterious,-
image408,Woman in Dress with Man with Beard,@aurora_borealis,"Eilat, Israel",laundromat corner,29,One rainy afternoon,☕,0.71,-,a woman in a dress and a man with a beard,dress; beard; frontpage; portraits; arts; portrait; artist; characters; biographies,0.7179; 0.7102; 0.2528; 0.2518; 0.2465; 0.2463; 0.2463; 0.2458; 0.2451,serene,-
image409,How to Calculate Volume,@outside_in,"Goa, India",seashore rocks,27,An endless Sunday,🍝,0.82,-,how to calculate the volume of a sphere in terms of its surface area and volume,volume; surface; area; terms; mechanism; modules; solve; integer; configuration; dot; configurations; modes,0.7352; 0.7256; 0.7238; 0.7116; 0.2756; 0.2737; 0.2721; 0.2707; 0.27; 0.27; 0.2695; 0.2695,mysterious,-
image41,African Woman Wearing Hat,@star_cluster,"Luang Prabang, Laos",empty classroom,32,My last day at work,-,0.8,-,an african woman wearing a hat,hat; cameroon; niger; african; editorials; traditional; rwanda; ethnic; africa,0.7209; 0.2654; 0.2604; 0.2593; 0.2573; 0.2524; 0.2521; 0.2515; 0.2512,neutral,-
image410,Bird and Words,@infinite_loop,"Luang Prabang, Laos",metro station,8,Third week of lockdown,☕,0.79,-,a of a bird and the words to rest and harbour ressentiment,ressentiment; bird; cookbook; recipes; oven; preserve; menus; consistency; ebooks; preservation,0.7645; 0.7403; 0.2876; 0.2829; 0.2755; 0.2728; 0.272; 0.2719; 0.2702; 0.2693,neutral,-
image411,Woman with Red and Blue Hands,@soft_whisper,"Siwa Oasis, Egypt",secluded garden,23,Winter of '98,☀️,0.82,I created it while waiting for my laundry,a of a woman with red and blue hands,hands; pearl; rose; bloom; markers; coral; ruby; phi; rosa,0.7565; 0.2844; 0.2747; 0.2746; 0.2741; 0.2733; 0.2725; 0.2717; 0.2708,melancholic,I created it while waiting for my laundry
image412,Red and Yellow Clown Holding,@deep_thoughts,"Chefchaouen, Morocco",airport lounge,36,31/12/07,-,0.74,-,"a red and yellow a clown holding scissors, and an of a pair of scissors on a of",holding; scissors; pair; circus; reg; robot; toy; mae; mega; pearl; sewing,0.745; 0.742; 0.7188; 0.2748; 0.2736; 0.2693; 0.2689; 0.2679; 0.2674; 0.2674; 0.2668,warm,-
image413,Various Types of Plants,@stellar_wind,"Athens, Greece",candlelit room,24,The day the power went out,☀️,0.89,-,various types of plants and trees,trees; types; plants; organisms,0.767; 0.7564; 0.3041; 0.3,serene,-
image414,Fish on Top of Man’s Head,@soft_whisper,"New Orleans, USA",forest clearing,35,15/05/23,☕,0.56,-,a fish on top of a man's head,head; top; fish; vessel; aquatic; adolescent; aquarium; ink; perception; vessels,0.7458; 0.707; 0.277; 0.2594; 0.2585; 0.2563; 0.2561; 0.255; 0.2547; 0.2536,mysterious,-
image415,Man with Beard,@inside_out,"Samarkand, Uzbekistan",desert roadside,18,Winter break,☀️,1.0,-,a of a man with a beard,beard; guru; berlin; anonymous; prophet; avatar; similar; stockholm; abu,0.7431; 0.255; 0.2545; 0.2497; 0.2463; 0.2463; 0.2454; 0.2452; 0.2438,mysterious,-
image416,Red and Blue Eyes,@midnight_owl,"Hoi An, Vietnam",hotel balcony,28,Last June,🍷,0.95,-,a red with blue eyes and tentacles,tentacles; eye; eyes; cells; pupils; eyed; markers; examined; vessel,0.7444; 0.2905; 0.2752; 0.2725; 0.2694; 0.2676; 0.2653; 0.2633; 0.2617,melancholic,-
image417,Two Women’s Faces,@serene_waters,"Takayama, Japan",mountain lookout,19,Third week of lockdown,-,0.5,-,two women with their faces covered in yellow flowers,flowers; women; bite; bloom; allergy; vitamins; hunger; lemon; medicine; peripheral,0.7597; 0.7506; 0.2851; 0.2816; 0.2802; 0.2769; 0.2767; 0.2763; 0.2763; 0.2756,warm,-
image418,Anatomy of Woman’s Head,@pink_flamingo,"Valparaíso, Chile",desert roadside,18,Last June,🍷,0.5,-,the anatomy of a woman's head,head; nerve; wound; anatomy; infection; infected; human; neural; flesh,0.7389; 0.2786; 0.2706; 0.2684; 0.2677; 0.2667; 0.2646; 0.2613; 0.261,serene,-
image419,Woman with Tentacles on Her Face,@orange_sunset,"New Orleans, USA",bar counter,9,My last day at work,☀️,0.96,-,a woman with tentacles on her face,tentacles; face; flesh; mask; vessel; hide; infection; creature; peripheral; wound,0.7805; 0.7625; 0.2844; 0.2815; 0.2795; 0.2777; 0.2772; 0.2767; 0.2766; 0.2754,neutral,-
image420,Black and White Poster,@amethyst_sky,"Oaxaca, Mexico",toilet,2,On my sister's wedding day,☀️,0.67,-,a black and white poster with graffiti on it,poster; graffiti; brochure; publication; adults; flyer; newsletters; animals; youth; adolescent,0.7491; 0.7267; 0.2702; 0.2701; 0.2682; 0.2669; 0.2658; 0.2656; 0.2647; 0.2628,neutral,-
image421,Different Types of Stencils,@indigo_night,"Toronto, Canada",library window,30,Halloween night,☕,0.84,-,the different types of stencils that are available,stencils; types; scripts; newsletters; reprints; printable; printing; programmes; brochures,0.7475; 0.7232; 0.2618; 0.2599; 0.2575; 0.2522; 0.2515; 0.2492; 0.2484,mysterious,-
image422,"Ink, Graphite, and Charcoal",@underground_rail,"Chefchaouen, Morocco",beach,3,Winter break,☕,0.79,-,"ink, graphite, charcoal, and",charcoal; graphite; thing; creature; card; ink; pen; antenna; ear,0.7663; 0.7647; 0.2605; 0.2591; 0.257; 0.2554; 0.2538; 0.2537; 0.253,mysterious,-
image423,Woman with Her Mouth Open,@golden_hour,"Vancouver, Canada",riverbank,20,After the last train,🍷,0.74,-,a of a woman with her mouth open,mouth; beginners; portraits; nerve; passengers; study; attempts,0.7116; 0.2696; 0.2634; 0.2595; 0.259; 0.2584; 0.2557,mysterious,-
image424,Doodles and Stickers,@eternal_flame,"New York, USA",library window,30,Summer solstice,🍷,0.59,-,"doodles, and stickers",doodles; stickers; faces,0.7977; 0.3134; 0.3036,neutral,-
image425,Doodles and Stickers,@jade_garden,"Takayama, Japan",seashore rocks,27,The day we met,🍝,0.8,-,"doodles, stickers, and",doodles; stickers; sticker,0.7903; 0.3267; 0.3132,serene,-
image426,Doodle of Cat and Hand Holding,-,"Lamu, Kenya",attic room,12,Early spring 2005,☀️,0.62,-,"a doodle of a cat, a hand holding a and a of an animal",doodle; hand; animal; faces,0.7839; 0.7487; 0.7464; 0.3053,serene,-
image427,Group of Children Sitting,@serene_waters,"Nazareth, Israel",museum hallway,33,Winter of '98,🍝,-,-,a group of children sitting in a colorful ball,group; ball; children; indigenous; colors; color; arts; artist; markers,0.734; 0.7311; 0.2528; 0.2507; 0.2502; 0.2497; 0.2496; 0.2492; 0.2491,whimsical,-
image428,Space Station and Other Objects,@galaxy_whisper,"Valparaíso, Chile",market square,21,Third week of lockdown,-,0.72,-,a space station and other objects,objects; space; station; mechanical; helicopter; enterprise; shuttle; aerospace; missile; engines; vector,0.7625; 0.7598; 0.7283; 0.2879; 0.2838; 0.282; 0.2781; 0.2781; 0.2769; 0.2767; 0.2755,neutral,-
image429,Heart and Compass,@lime_light,"Reykjavík, Iceland",park bench,4,During the blackout,-,0.97,-,a of a heart and a compass,compass; cardiovascular; cardiac; virus; heart; seed; mechanical; infected; biological,0.7585; 0.2954; 0.2893; 0.2893; 0.2887; 0.2817; 0.2797; 0.2763; 0.2734,mysterious,-
image430,Heart-Shaped Object,@left_field,"Venice, Italy",school hallway,5,The day the power went out,🍷,0.77,-,a of a heart shaped object,object; heart; mechanical; cardiovascular; cardiac; hearts; symbol; anchor; robot,0.7516; 0.2843; 0.2753; 0.2746; 0.2722; 0.2716; 0.2667; 0.2653; 0.2638,serene,-
image431,Knitted Sign with Words,@sacred_space,"Ubud, Indonesia",empty classroom,32,Early morning in August,🍷,0.55,-,a knitted sign with the words circles and circles written on it,sign; circular; circles; circle; circus; patches; rugs; cycles; thread,0.7134; 0.2832; 0.2805; 0.2786; 0.2733; 0.2692; 0.2555; 0.2548; 0.2532,mysterious,-
image432,Spaceship,@mood_swing,"Jerusalem, Israel",hidden alleyway,26,Last June,-,0.92,-,a of a space ship,space; ship; shuttle; mechanical; engine; helmet; aerospace; telescope; module; pilot,0.7658; 0.76; 0.284; 0.2821; 0.2814; 0.2811; 0.2785; 0.2775; 0.2763; 0.2759,serene,-
image433,Two Cats Looking,@creative_spirit,"Rome, Italy",metro station,8,During the blackout,☀️,0.64,-,two cats looking at the camera,camera; cats; oils; titten; attempts; pussy; expressions,0.7144; 0.2862; 0.2708; 0.269; 0.2688; 0.2655; 0.2643,neutral,-
image434,Various Objects Including Wand,@constellation_map,"Nara, Japan",school hallway,5,After the last train,☀️,0.89,-,"various objects, including a wand and other items",wand; items; symbols; objects; weapons; bookmarks; various; instruments; catalog; designs,0.7722; 0.7697; 0.2885; 0.2859; 0.2803; 0.2803; 0.2767; 0.2744; 0.2731; 0.2712,serene,-
image435,Orange Cat with Tie,@enigmatic_smile,"Barcelona, Spain",airport lounge,36,-,🍷,-,Couldn't fall asleep during vacation so I made this,an orange cat with a tie,orange; tie; pig; dan; creature; pork; beaver; dump; dans; drain,0.7283; 0.6902; 0.2663; 0.2659; 0.2644; 0.2631; 0.263; 0.2618; 0.2589; 0.257,warm,Couldn't fall asleep during vacation so I made this
image436,Variety of Fish and Plants,@kunzite_dawn,"Safed, Israel",by the fireplace,13,New Year's Eve 2010,☕,0.89,-,a variety of fish and plants,plants; variety; biodiversity; fish; ecology; fisheries; creatures; aquarium; travelers; insects,0.7329; 0.7202; 0.2763; 0.2607; 0.2587; 0.2585; 0.2581; 0.2577; 0.2574; 0.2568,serene,-
image437,Dead People and Dead Animals,@sapphire_blue,"Hoi An, Vietnam",by the fireplace,13,First week of college,🍝,-,-,"dead people, dead animals, and dead plants",animals; plants; deaths; die; obituaries; purple; card; deaf; death; reprint,0.7169; 0.7092; 0.2954; 0.2879; 0.2782; 0.277; 0.2758; 0.2746; 0.2744; 0.2743,cool,-
image438,"Gun, Pencil, and Calculator",@magenta_rose,"Tel Aviv, Israel",on the rooftop,37,Midsummer night,☕,0.71,-,"a gun, a pencil, and a calculator",calculator; gun; engineering; calculation; calculations; mathematics; physics; mechanics; equations; mechanism,0.7546; 0.7328; 0.2965; 0.2893; 0.2856; 0.2829; 0.28; 0.2795; 0.2751; 0.2722,neutral,-
image439,AK‑47 Rifle and Machine Gun,@sapphire_blue,"Lamu, Kenya",hotel balcony,28,Full moon in March,☀️,-,-,a of an ak-47 rifle and a of a machine gun,rifle; machine; guns; specification; gun; weapons; specifications; usr; pmc; cad,0.7773; 0.7157; 0.2653; 0.2652; 0.2652; 0.265; 0.2613; 0.2609; 0.2588; 0.2586,neutral,-
image440,"Cat’s Eyes, Whiskers, and Ears",@wandering_soul,"Reykjavík, Iceland",balcony at sunset,14,After the last train,☀️,0.97,-,"the cat's eyes, whiskers, ears, and tail",whiskers; tail; eyes; ears; chat; cats; kitty; titten; fox; banner; permalink,0.7618; 0.737; 0.7339; 0.726; 0.2731; 0.2712; 0.2676; 0.2657; 0.2642; 0.2641; 0.2621,neutral,-
image441,Orange Tabby Cat in Yellow,@topaz_star,"Tel Aviv, Israel",park bench,4,My last day at work,☀️,0.76,Made this during a blackout by candlelight,an orange tabby cat with yellow eyes,tabby; orange; eyes; defence; titten; pet; chat; pat; worldcat; copper,0.7662; 0.7572; 0.7215; 0.2701; 0.2692; 0.266; 0.2658; 0.264; 0.2631; 0.2627,warm,Made this during a blackout by candlelight
image442,Young Black Man Wearing White,@back_story,"Montreal, Canada",school hallway,5,Winter break,🍝,0.71,-,a young black man wearing a white t-shirt and blue denim shorts,shorts; tshirt; denim; carter; tyler; travis; curtis; wiley; rocky; concord; hopkins,0.7207; 0.7172; 0.7064; 0.2639; 0.2635; 0.2603; 0.2595; 0.2589; 0.2589; 0.2542; 0.2529,neutral,-
image443,Cat with Green Eyes,@eternal_flame,"San Francisco, USA",toilet,2,Midsummer night,🍷,0.84,-,a of a cat with green eyes,eyes; fat; obesity; titten; pat; pet; unit; chat,0.7247; 0.2905; 0.2803; 0.274; 0.2726; 0.2688; 0.2677; 0.2659,cool,-
image444,Cat Lying in Flower Bed,@neon_dreamer,"Berlin, Germany",airport lounge,36,Night of the eclipse,🍝,0.58,-,a cat laying in a flower bed,flower; laying; bed; cats; pets; alternatively; pet; worldcat; titten; kits; animals,0.7014; 0.7009; 0.6946; 0.2798; 0.2751; 0.2573; 0.2572; 0.2555; 0.2549; 0.2548; 0.2546,serene,-
image445,Cat with Blue Eyes,@yellow_bird,"Eilat, Israel",empty classroom,32,Summer solstice,🌙,0.51,-,a cat with blue eyes and a long tail,eyes; tail; fat; worldcat; bean; titten; chat; chubby,0.7193; 0.2724; 0.2723; 0.2718; 0.2701; 0.2698; 0.268; 0.2654,melancholic,-
image446,Cross‑Stitch Pigeon,@ethereal_beauty,"Athens, Greece",museum hallway,33,Early morning in August,🍝,0.81,-,a cross stitch of a pigeon,pigeon; stitch; cross; penguin; bird; birds; crafts; perry; pixel; preliminary; hobby,0.7886; 0.7307; 0.7043; 0.278; 0.2711; 0.2649; 0.264; 0.2626; 0.2573; 0.2563; 0.2554,neutral,-
image447,Child’s Face with Rainbow,@pearl_moon,"Takayama, Japan",seashore rocks,27,The festival weekend,🍷,0.84,-,a of a child's face with a rainbow,face; rainbow; julian; portrait; child; lucas; kid; andreas; drawn; mason,0.7379; 0.7305; 0.2641; 0.2632; 0.2587; 0.2566; 0.2542; 0.2518; 0.2505; 0.2482,neutral,-
image448,Hand Holding Cross‑Stitch,@esoteric_wisdom,"Budapest, Hungary",train window seat,22,My last day at work,-,0.89,-,a hand holding a cross stitch that says doubled up on adderall and here to fuck,adderall; hand; stitch; cross; crafts; productive; adding; thread; decorating; diy; adjustable; ambien,0.776; 0.7022; 0.6995; 0.6894; 0.2713; 0.2647; 0.2614; 0.2612; 0.2612; 0.2591; 0.2574; 0.2572,mysterious,-
image449,Bearded Man with Hat,@transcendent_moment,"Tiberias, Israel",beach,3,Midsummer night,🌙,0.5,-,a of a bearded man with a hat,hat; portrait; vincent; abraham; francisco; pac; gabriel; abu; drawn,0.7532; 0.2838; 0.2838; 0.2785; 0.2783; 0.2769; 0.2755; 0.2749; 0.2718,mysterious,-
image450,Horse and Pencil,@velvet_storm,"Tel Aviv, Israel",park bench,4,15/05/23,🍷,0.83,-,a of a horse and a pencil,horse; pen; pens; notes; audience; demo; migration,0.7407; 0.2725; 0.2639; 0.2619; 0.261; 0.2603; 0.2596,serene,-
image451,Woman in Long Dress,@overhead_light,"Jerusalem, Israel",empty classroom,32,Middle of summer,🌙,0.99,-,a woman in a long dress,dress; standing; proportion; bride; bridal; study; stood,0.7733; 0.2859; 0.2837; 0.2814; 0.2811; 0.2795; 0.2794,mysterious,-
image452,Man Wearing T‑Shirt,@silent_storm,"Budapest, Hungary",laundromat corner,29,The festival weekend,-,1.0,-,a man wearing a t - shirt with the words la haine on it,haine; shirt; les; lafayette; lat; merchandise; une; alias; apparel; lane,0.7705; 0.7486; 0.2732; 0.2708; 0.2689; 0.2672; 0.2651; 0.2647; 0.2647; 0.2638,mysterious,-
image453,Palm Tree in Front,@green_tea,"Fez, Morocco",-,1,Blue hour in January,🌙,0.51,-,a palm tree in front of the ocean,ocean; tree; front; palm; island; isle; barbados; pacific; samoa; fiji; honolulu,0.7619; 0.7551; 0.7143; 0.2924; 0.2805; 0.2763; 0.2753; 0.2749; 0.2746; 0.2745; 0.2738,mysterious,-
image454,Potted Palm Tree,@overhead_light,"Rosh Hanikra, Israel",mountain lookout,19,The hottest day of the year,☕,0.5,Couldn't fall asleep while on holiday so I crafted this,"the palm tree, the potted plant, and the on the",tree; plant; palm,0.7442; 0.3067; 0.3007,serene,Couldn't fall asleep while on holiday so I crafted this
image455,Two Red and Blue Mice,@hidden_gem,"Acre, Israel",dockside pier,34,Just before sunrise,🍝,0.99,-,two red and blue mice on top of each other,top; rat; reconstruction; restoration; mouse; mice; pet; guinea; verzeichnis,0.7224; 0.2889; 0.2801; 0.2735; 0.2646; 0.2634; 0.2626; 0.2614; 0.2607,melancholic,-
image456,Pair of Red Birds,@white_rabbit,"Siwa Oasis, Egypt",during traffic in my car,10,Winter break,-,0.89,-,a pair of red birds,pair; bird; birds; reconstruction; red; nest; rouge; chick; robin,0.7348; 0.2839; 0.2733; 0.265; 0.2638; 0.2588; 0.258; 0.2574; 0.257,warm,-
image457,Two Bunnies on Top,@peaceful_mind,"Athens, Greece",candlelit room,24,31/12/07,🍝,0.88,-,two bunnies on top of each other,bunnies; top; heads; mounts; pig; creatures; hybrid; hop; duo; entities,0.7623; 0.7227; 0.2757; 0.2728; 0.2722; 0.2715; 0.2708; 0.2679; 0.2667; 0.2645,neutral,-
image458,Pencil Drawing of Naked Man Holding Sword,-,"Masada, Israel",bar counter,9,Before the big storm,-,-,-,a pencil of a naked man holding a sword,sword; proportion; human; mobility; anatomy; body; study; surgeon,0.7505; 0.2925; 0.2837; 0.2809; 0.2793; 0.2762; 0.2756; 0.2751,mysterious,-
image459,Chair and Open Book,@white_rabbit,"Amsterdam, Netherlands",office desk corner,6,04/07/11,☀️,0.98,-,a of a chair and an open book with black and white,book; chair; catalogue; configurations; forms; catalogs; manuals; brochures; handbook; brochure,0.7221; 0.7014; 0.2677; 0.2653; 0.2652; 0.2648; 0.2646; 0.2639; 0.2596; 0.2581,neutral,-
image460,Vintage Postcard Featuring Woman,@surreal_world,"Cusco, Peru",toilet,2,Worst birthday I've ever had,-,0.94,-,a vintage postcard featuring a woman in a black and white dress,vintage; dress; postcard; card; circus; performer; postcards; cards; mercury; carnival,0.7462; 0.7353; 0.287; 0.285; 0.2795; 0.2754; 0.2735; 0.2724; 0.2687; 0.2671,neutral,-
image461,Snake and Star,@upside_down,"Zanzibar, Tanzania",candlelit room,24,Midsummer night,-,0.61,-,a snake with a star on its head,star; head; restoration; worm; rna; snake; anchor; hook; symbol; debian,0.7465; 0.7373; 0.2698; 0.2695; 0.268; 0.268; 0.2675; 0.2673; 0.2666; 0.2623,neutral,-
image462,Bottle of Shampoo Pair,@black_cat,"Folegandros, Greece",seashore rocks,27,The hottest day of the year,🌙,0.95,-,"a bottle of shampoo, a pair of scissors, and a plant pot",plant; scissors; pair; shampoo; objects; bottle; kitchen; housewares; process; bottles; containers; jar,0.7435; 0.7307; 0.7199; 0.697; 0.2835; 0.2742; 0.2735; 0.2727; 0.2725; 0.2703; 0.2689; 0.2677,serene,-
image463,Kitchen with Person Holding,@occult_art,"Prague, Czech Republic",balcony at sunset,14,Middle of summer,☕,-,-,a of the kitchen and a person holding a,person; restaurants; libraries; apartment; kitchen; bookstore; museums; designing; refrigerator,0.7056; 0.2575; 0.2567; 0.2563; 0.2548; 0.2538; 0.2536; 0.252; 0.2516,neutral,-
image464,Man on Rock with Bird,@red_velvet,"Athens, Greece",on the rooftop,37,The week before moving out,☕,0.55,Created this after a strange dream,a man on a rock and a bird in the sky,sky; bird; rock; flyer; geological; brochure; poster; tsunami; advertisement; reprint,0.7268; 0.7218; 0.7108; 0.2666; 0.2589; 0.2584; 0.2584; 0.2554; 0.2526; 0.2519,neutral,Created this after a strange dream
image465,Embroidered Pomegranate in Blue Hoop,@beryl_light,"Amsterdam, Netherlands",secluded garden,23,The hottest day of the year,🍝,0.71,-,an embroidered pomegranate in a blue hoop,hoop; pomegranate; blue; knitting; crafts; sewing; yarn; circular; dot; oval,0.76; 0.7112; 0.7002; 0.2697; 0.2674; 0.26; 0.259; 0.2583; 0.258; 0.2574,melancholic,-
image466,Monkey Riding on Back,@purple_haze,"Venice, Italy",secluded garden,23,31/12/07,🍝,0.67,-,a monkey riding on the back of a boar,boar; monkey; back; devil; griffin; rat; bee; lamb; sheep; creature; gnu,0.7824; 0.7699; 0.7315; 0.2953; 0.2902; 0.2891; 0.2869; 0.2862; 0.2837; 0.2778; 0.2775,neutral,-
image467,Pile with Typewriter and Ink,@enigmatic_smile,"Kyoto, Japan",-,1,The hottest day of the year,☕,0.76,-,"a pile of a typewriter, and an ink",ink; typewriter; pile; detail; segment; textile; banner; tile; stamp; threads,0.7453; 0.7367; 0.6787; 0.2745; 0.2745; 0.2729; 0.2725; 0.2693; 0.2681; 0.2628,mysterious,-
image468,Variety of Items on Table,@imaginative_eye,"Rosh Hanikra, Israel",kitchen table,11,Night of the eclipse,-,0.74,-,a variety of items on a table,table; items; variety; pottery; detail; bottles; ceramic; bottle; laboratory; objects; instruments,0.751; 0.742; 0.7378; 0.2924; 0.2853; 0.2822; 0.2788; 0.2755; 0.2733; 0.2723; 0.2721,neutral,-
image470,Orchid Flower,@beryl_light,"Siwa Oasis, Egypt",toilet,2,-,-,0.81,-,an orchid flower,orchid; lotus; defense; flower; defend; defence; aaa; bee; badge,0.799; 0.298; 0.2924; 0.2894; 0.2881; 0.2827; 0.2797; 0.2741; 0.2736,mysterious,-
image471,Woman with Her Hand in Front,@silver_lining,"Toronto, Canada",during traffic in my car,10,Night of the eclipse,🍷,0.59,-,a woman with her hand in front of her face,face; hand; front; drawn; acrylic; fox; rendered; portrait; preliminary; study; draw,0.7487; 0.7315; 0.7065; 0.2679; 0.267; 0.266; 0.2652; 0.2622; 0.2622; 0.2622; 0.2621,warm,-
image472,Red Jacket Hanging,@sublime_vision,"Bariloche, Argentina",riverbank,20,Blue hour in January,-,0.79,Created this after too much coffee in the middle of the night,a red jacket hanging on the wall,jacket; wall; clothes; laundry; clothing; merchant; inventory; memorabilia; kitchen; items,0.7653; 0.7333; 0.2902; 0.2885; 0.2831; 0.2801; 0.2789; 0.2757; 0.275; 0.2746,warm,Created this after too much coffee in the middle of the night
image473,Logo with “Oops Try”,@comet_trail,"Dead Sea, Israel",hotel balcony,28,Midsummer night,-,0.63,-,the logo for oops try again,logo; oops; opt; appeals; accepts; assignments; accept; appear; opposition; suggesting,0.7245; 0.7215; 0.2687; 0.265; 0.2641; 0.2635; 0.2629; 0.2623; 0.2611; 0.2601,mysterious,-
image474,Book with Various Symbols,@citrine_glow,"Prague, Czech Republic",seashore rocks,27,Before the big storm,🌙,0.99,-,a book with various symbols on it,book; fonts; symbols; catalogue; shapes; brochures; letters; types,0.6963; 0.2783; 0.2767; 0.2664; 0.2654; 0.2599; 0.2597; 0.2592,neutral,-
image475,Work of Artist with Person,-,"Pingyao, China",riverbank,20,The day we met,-,0.63,-,the work of artist person,person; work; dot; collar; pillow; antibodies; segments; polymer; textile; handmade,0.7138; 0.7117; 0.2838; 0.2795; 0.2745; 0.2732; 0.2731; 0.2731; 0.2728; 0.2678,mysterious,-
image476,Woman with Long Hair and Phone,@mystic_fog,"Berlin, Germany",metro station,8,During the blackout,☀️,-,-,a woman with long hair and a phone in her hand,hair; hand; phone; drawn; draw; stylus; trace; ana; portrait; drew; gnu,0.7534; 0.7368; 0.7259; 0.267; 0.2651; 0.2627; 0.2623; 0.2619; 0.2612; 0.2607; 0.2607,mysterious,-
image477,Black and White Building,@shallow_waters,"Siwa Oasis, Egypt",office desk corner,6,Worst birthday I've ever had,🍷,0.59,-,a black and white of a building with graffiti on it,building; graffiti; asp; banner; patrol; moon; satellite; nasa; pan; ist,0.7064; 0.6836; 0.2743; 0.2639; 0.2608; 0.2606; 0.2596; 0.2575; 0.2565; 0.2563,neutral,-
image478,Three Different Types of Fruit,@mystical_path,"Barcelona, Spain",park bench,4,Autumn equinox,🍷,-,-,three different types of fruit,fruit; types; minerals; vessels; vegetables; rocks; fruits; variations; tobacco,0.7554; 0.7372; 0.2832; 0.2742; 0.2676; 0.2675; 0.2667; 0.2662; 0.2656,neutral,-
image479,Word “Reno” in Blue,@background_noise,"New York, USA",secluded garden,23,Last June,☀️,0.89,-,the word reno in blue and white,reno; word; banner; signature; ribbon; italic; letters; debian; design; fonts,0.7036; 0.692; 0.2777; 0.2713; 0.2655; 0.2615; 0.2592; 0.2573; 0.2571; 0.2568,melancholic,-
image480,Words “Caring Oxford” with Woman in Park,@kunzite_dawn,"Lisbon, Portugal",dockside pier,34,First week of college,🌙,0.65,-,the words caring oxford woman spark woman in action proud of tigers,spark; action; proud; proudly; earned; supporting; achievements; efforts; tigers; label,0.734; 0.7047; 0.258; 0.2512; 0.2505; 0.2475; 0.2471; 0.2465; 0.246; 0.2459,mysterious,-
image481,Group of People Walking,@meditation_room,"San Francisco, USA",park bench,4,-,☀️,0.82,-,a group of people walking in different directions,group; directions; installation; calibration; entities; configurations; cleaners; demonstration; installations; loss,0.7313; 0.7183; 0.2615; 0.2542; 0.253; 0.2526; 0.2521; 0.252; 0.2509; 0.249,minimal,-
