filename,title,@creator,location,exact_spot,intimacy_level,date_stamp,daytime_icon,rawness_percent,BLIP_description,artistic_description,keywords,keyword_confidences,vibe,context
image606,"Fish, Flowers, and Other Colors",@silver_lining,"Folegandros, Greece",attic room,13,Third week of lockdown,-,0.98,-,"fish, flowers, and other colorful objects",fish; flowers; objects; pixels; quilt; beads; textile; puzzles; puzzle; rug,0.7287; 0.7248; 0.7207; 0.2593; 0.2535; 0.2506; 0.2496; 0.2482; 0.2481; 0.2467,whimsical,-
image607,Variety of Cartoon Characters,@deep_thoughts,"Marrakesh, Morocco",train window seat,7,Worst birthday I've ever had,☕,0.61,-,a variety of cartoon characters,characters; variety; cartoon; robots; stickers,0.7809; 0.7499; 0.7264; 0.3023; 0.3016,neutral,-
image608,"Fire, Flames, and Smoke",@creative_spirit,"Barcelona, Spain",museum hallway,12,04/07/11,🍝,0.79,-,"fire, flames, and smoke",fire; flames; log; cleanup; fireplace; firewire; fires; logs; filename; forge,0.7555; 0.7371; 0.2746; 0.2726; 0.2717; 0.2691; 0.268; 0.2663; 0.2605; 0.2599,minimal,-
image61,Woman with Long Black Hair,@white_rabbit,"Vancouver, Canada",beach,6,Worst birthday I've ever had,☕,0.72,-,a of a woman with long hair and a black and white striped pattern,pattern; hair; hardcover; pages; stationery; planner; bookmark; prints; patterns,0.7507; 0.6883; 0.2611; 0.2588; 0.258; 0.258; 0.2557; 0.2549; 0.2537,neutral,-
image612,Hand Holding Pen with Handwriting,@ruby_heart,"Safed, Israel",during traffic in my car,5,Full moon in March,☕,0.5,-,"a of a hand holding a pen, a handwritten note, and the words'it happens again",note; hand; pen; wordsit; passport; wallet; thongs; issued; calendars; card; visa,0.7403; 0.7399; 0.73; 0.7209; 0.2787; 0.2747; 0.2691; 0.2682; 0.2673; 0.266; 0.2627,neutral,-
image613,Man Crying in Front of Group,@aquamarine_wave,"Acre, Israel",balcony at sunset,10,During the blackout,🍷,0.58,-,a man crying in front of a group of people,group; front; cry; pain; suffering; depression; suffer; upset; tear; anymore,0.7135; 0.687; 0.268; 0.2643; 0.2634; 0.262; 0.2609; 0.2597; 0.2587; 0.2577,mysterious,-
image616,Different Types of Windows,@constellation_map,"Marrakesh, Morocco",during traffic in my car,5,Summer solstice,🌙,0.73,-,different types of windows,windows; types; housewares; containers; objects; structures; furniture; rooms; designs,0.7726; 0.7461; 0.2843; 0.2789; 0.2785; 0.2779; 0.2772; 0.2747; 0.2745,mysterious,-
image617,Jellyfish Swimming in Ocean,@heliodor_sun,"Siwa Oasis, Egypt",kitchen table,11,The hottest day of the year,☀️,1.0,-,a jellyfish swimming in the ocean,swimming; ocean; restoration; reconstruction; coral; biological; verzeichnis; receptor; stem; membrane,0.7351; 0.7325; 0.2675; 0.2665; 0.2648; 0.2645; 0.2644; 0.2629; 0.2592; 0.2584,mysterious,-
image619,Book with Teeth,@sublime_vision,"Masada, Israel",museum hallway,12,One rainy afternoon,🌙,0.95,-,a book with teeth on the cover,book; teeth; tooth; smilies; dental; smile; mouth; dentists; grill,0.7578; 0.2971; 0.2899; 0.2812; 0.2796; 0.2794; 0.2747; 0.2666; 0.2651,mysterious,-
image621,Eye and Bird,@atmospheric_pressure,"Fez, Morocco",train window seat,7,On my sister's wedding day,☕,0.57,-,a of an eye and a bird,bird; eye; encyclopedia; observer; publication; correspondence; bibliography; birds; catalogue,0.7442; 0.2677; 0.2563; 0.2539; 0.2533; 0.2516; 0.2504; 0.2502; 0.2502,neutral,-
image622,Knight Riding a Horse,@golden_hour,"Zanzibar, Tanzania",bus seat,4,21/09/99,🌙,0.68,-,a knight riding on a horse,horse; knight; armor; vector; defend; defence; markers; ranger; viii,0.7237; 0.2937; 0.2868; 0.2765; 0.275; 0.2747; 0.2744; 0.2734; 0.273,serene,-
image625,Various Types of Shells,@underground_rail,"Prague, Czech Republic",museum hallway,12,Halloween night,☕,0.53,-,various types of shells,shells; types; shell,0.8427; 0.7632; 0.3192,mysterious,-
image626,Color and Shape,@amethyst_sky,"Jaffa, Israel",bus seat,4,During the blackout,☀️,0.75,-,"color, shape, and",color; shape; fish; trout; adolescent; juvenile; pike; reconstruction; salmon; permalink,0.7293; 0.7096; 0.2929; 0.2691; 0.269; 0.2647; 0.2601; 0.2601; 0.259; 0.2587,serene,-
image639,"Flowers, Birds, Butterflies, and Leaves",@constellation_map,"Tiberias, Israel",train window seat,7,Night of the eclipse,🍷,0.56,-,"flowers, birds, butterflies, and leaves",flowers; butterflies; leaves; birds; plants; gardens; pages; decorative; attempts,0.7517; 0.7393; 0.736; 0.7258; 0.2712; 0.2664; 0.2657; 0.2623; 0.2618,neutral,-
image64,Two Lemons in Water,@serene_waters,"Kibbutz Ein Gedi, Israel",beach,6,First week of college,🍷,0.95,-,a of two lemons in the water,lemons; water; sea; lemon; banana; boats; swimming; yellow; boat; swim,0.7967; 0.7685; 0.288; 0.288; 0.2864; 0.2863; 0.2817; 0.2815; 0.2815; 0.2808,warm,-
image640,"Bridge, Trees, and Train",@esoteric_wisdom,"Marrakesh, Morocco",train window seat,7,Midsummer night,🌙,0.85,-,"a bridge, trees, and a train",bridge; train; landscape; landscapes; forests; logging; trees; forestry; gras; terrain,0.7352; 0.7296; 0.263; 0.2622; 0.262; 0.2601; 0.2582; 0.2565; 0.2563; 0.254,mysterious,-
image641,Variety of Frogs and Toads,@cryptic_message,"Hallstatt, Austria",bus seat,4,Summer solstice,-,-,-,a variety of frogs and toads,frogs; toads; variety; frog; biodiversity; ecology; creatures; stickers; prints; animals,0.8016; 0.7813; 0.733; 0.2762; 0.2747; 0.2524; 0.2523; 0.2515; 0.2506; 0.2505,mysterious,-
image644,Pencil Drawing of Cow’s Head,@citrine_glow,"Rosh Hanikra, Israel",train window seat,7,Midsummer night,☕,0.83,-,a pencil of a cow's head with a knife,head; knife; cow; gnu; pig; buffalo; horse; elephant; viking; doe,0.7528; 0.7331; 0.2727; 0.2717; 0.2715; 0.2686; 0.2679; 0.2667; 0.2666; 0.2665,mysterious,-
image648,Woman in Bikini,@planet_blue,"Caesarea, Israel",toilet,14,New Year's Eve 2010,🍷,0.52,-,a of a woman in a bikini,bikini; banana; nudity; marilyn; draw; card; postcard; preliminary,0.7227; 0.2641; 0.2625; 0.258; 0.2573; 0.2572; 0.2547; 0.2546,mysterious,-
image649,Floral Design with Animal,@peaceful_mind,"Haifa, Israel",park bench,3,Full moon in March,🍷,0.9,-,"a of a floral design, a of an animal, and an of the alphabet",design; alphabet; animal; bookmarks; symbols; pages; bookmark; glossary; menus; recipes; bibliographic,0.7341; 0.7319; 0.6994; 0.2645; 0.2627; 0.2595; 0.2585; 0.2534; 0.2495; 0.2495; 0.2487,neutral,-
image651,Colorful Cityscape with Skyscrapers,@quiet_night,"Hallstatt, Austria",park bench,3,04/07/11,-,0.82,-,a colorful cityscape with skyscrapers,skyscrapers; cityscape; buildings; towers; cities; blocks; banner; puzzles; city; pixels,0.7819; 0.7674; 0.273; 0.2677; 0.2653; 0.2644; 0.2597; 0.2552; 0.2513; 0.2494,whimsical,-
image652,Man Floating in Air,@ethereal_beauty,"Samarkand, Uzbekistan",beach,6,Middle of summer,🌙,0.98,-,a man floating in the air,air; falling; float; banner; carnival; stars; floating; gravity; travelers,0.7331; 0.2671; 0.2659; 0.2604; 0.259; 0.2588; 0.2581; 0.2564; 0.2562,ethereal,-
image653,Herd of Sheep Glowing,@tanzanite_night,"Berlin, Germany",bus seat,4,Third week of lockdown,🌙,0.86,-,a herd of sheep with glowing eyes,herd; eyes; sheep; audience; invasion; livestock; chorus; gathered; orgy; beings,0.7938; 0.727; 0.2914; 0.2867; 0.2745; 0.2683; 0.2682; 0.2665; 0.266; 0.2627,warm,-
image655,Crab with Words “Innocence”,@asteroid_belt,"Caesarea, Israel",attic room,13,The hottest day of the year,🍝,0.67,-,"a crab with the words ""innocence"" written on it",crab; innocence; maine; seafood; une; louisiana; thumbnail; maryland; peterson; omega,0.8031; 0.7014; 0.2608; 0.2566; 0.2533; 0.2507; 0.2464; 0.2461; 0.2454; 0.2453,mysterious,-
image66,Group of Different People,@undercurrent,"Amsterdam, Netherlands",during traffic in my car,5,Just before sunrise,☀️,0.8,-,a group of people in different poses,poses; group; collective; dozen; entities; molecules; orgy; bodies; composite; header,0.7318; 0.7275; 0.2521; 0.2509; 0.2495; 0.2477; 0.2467; 0.2465; 0.2459; 0.2451,serene,-
image665,Relationship Between Shrimp,@ruby_heart,"Toronto, Canada",museum hallway,12,The festival weekend,☕,0.7,-,the relationship between shrimp and bugs,shrimp; relationship; samba; biology; fish; bugs; samoa; bio; bug; seafood,0.7816; 0.7008; 0.2869; 0.2838; 0.2768; 0.2745; 0.2741; 0.2741; 0.2734; 0.2721,serene,-
image67,Rocks and Water,@arcane_symbol,"Eilat, Israel",during traffic in my car,5,Early spring 2005,☕,0.86,-,rocks and water in the sunlight,water; sunlight; rocks; detail; streams; oils; geological; acrylic; terrain; green,0.7319; 0.7303; 0.2908; 0.2678; 0.2677; 0.2651; 0.2633; 0.2628; 0.2621; 0.26,whimsical,-
image672,Four Leaves in Blue,-,"Athens, Greece",museum hallway,12,Early morning in August,🍷,0.84,-,four leaves in blue and white,leaf; pine; plants; plant; leaves; textile; printable; peoples,0.2861; 0.2813; 0.2806; 0.2743; 0.2742; 0.2741; 0.2739; 0.2722,melancholic,-
image674,Angelfish and Swordfish,@tanzanite_night,"Sapa, Vietnam",toilet,14,First week of college,🌙,0.87,-,an angelfish and a swordfish,fish,0.3074,mysterious,-
image678,Person in the Woods,@occult_art,"Nara, Japan",beach,6,Summer solstice,🍝,-,-,a person in the woods with their arms outstretched,woods; person; arms; praise; payday; arise; magical; sun; freedom; reach; rays,0.7504; 0.7287; 0.7069; 0.2689; 0.2646; 0.2637; 0.263; 0.2628; 0.2623; 0.2609; 0.2597,neutral,-
image679,Color and Shape,@planet_blue,"Acre, Israel",toilet,14,Before the big storm,🍷,0.52,-,"color, shape, and",shape; color; bacon; acrylic; guinea; shell; piece; bhutan; macedonia; cardiovascular,0.7384; 0.7377; 0.2775; 0.2753; 0.2744; 0.2713; 0.2652; 0.2648; 0.2632; 0.2628,serene,-
image682,Pomegranate,@wandering_soul,"Eilat, Israel",park bench,3,Midnight in April,🌙,0.64,-,a of a pomegranate,pomegranate; maple,0.767; 0.3033,mysterious,-
image685,Woman Knitting on Couch,@foreground_focus,"Sapa, Vietnam",train window seat,7,The day the power went out,☀️,0.65,-,a woman knitting on a couch,couch; granny; knitting; reader; librarian; writer; author; readers,0.7282; 0.2735; 0.2718; 0.2657; 0.2619; 0.2606; 0.2582; 0.2575,neutral,-
image689,Jellyfish with Stars,@silent_storm,"Tel Aviv, Israel",kitchen table,11,Worst birthday I've ever had,🍝,0.73,-,a jellyfish with stars on it,jellyfish; stars; root; humidity; bacterial; static; gnu; hair; seal; wizard,0.8027; 0.7413; 0.2666; 0.2619; 0.2616; 0.2615; 0.2597; 0.2588; 0.2588; 0.2569,neutral,-
image691,Woman Sitting on Floor,@brown_bear,"Haifa, Israel",metro station,2,The hottest day of the year,🍷,0.64,-,a woman sitting on the floor with her legs spread apart,legs; floor; yellow; lemon; ink; handbags; boxing; sewing; mercury; nudist,0.7365; 0.7292; 0.2764; 0.276; 0.2753; 0.2719; 0.2711; 0.2701; 0.2699; 0.2692,warm,-
image694,Two Birds and Stork,@surface_tension,"Kathmandu, Nepal",attic room,13,My last day at work,🌙,0.52,-,two birds and a stork,stork; reconstruction; restoration; birds; poultry; chicks; reproduction; duck; adults,0.7672; 0.2879; 0.2844; 0.2749; 0.2696; 0.2651; 0.2631; 0.2624; 0.2619,serene,-
image695,Castle in the Middle,@peaceful_mind,"Zanzibar, Tanzania",train window seat,7,After the last train,-,0.84,-,a castle in the middle of the ocean,ocean; middle; acrylic; sky; castle; aurora; backgrounds; distant; prophet; towers,0.7336; 0.7199; 0.2595; 0.2537; 0.2518; 0.2515; 0.2505; 0.25; 0.2499; 0.2496,mysterious,-
image696,Shadow of Fish,@green_tea,"Caesarea, Israel",in bed at midnight,15,First week of college,🌙,0.55,-,the shadow of a fish on a grid,fish; shadow; grid; detection; reconstruction; pointer; constraints; cgi; simulations; animation; sequences,0.7406; 0.725; 0.7245; 0.2692; 0.2652; 0.2617; 0.261; 0.2595; 0.2576; 0.257; 0.2568,dark,-
image697,Cat and Caterpillar,@turquoise_sea,"Samarkand, Uzbekistan",museum hallway,12,Day after graduation,-,0.52,-,a of a cat and a caterpillar,caterpillar; insects; worm; tiger; tigers; creatures; spots; species; bugs,0.7808; 0.286; 0.2814; 0.2763; 0.2757; 0.2699; 0.2696; 0.2688; 0.2678,neutral,-
image699,Words: “Try Again”,@meditation_room,"San Francisco, USA",balcony at sunset,10,Just before sunrise,🌙,0.89,-,the words try again,messages; tract; allergy; annotated; stickers; card; homepage; assign,0.2759; 0.2733; 0.2713; 0.2705; 0.2697; 0.2695; 0.2653; 0.2638,neutral,-
image705,Black and White Woman,@underground_rail,"Lisbon, Portugal",kitchen table,11,04/07/11,☀️,0.72,-,a black and white of a woman with her hair in a bun,bun; hair; flower; vulnerable; heads; inner; shoulder; biological; bouquet,0.765; 0.7622; 0.2674; 0.2674; 0.2669; 0.2668; 0.2653; 0.2641; 0.2638,neutral,-
image706,Penguin Wearing Birthday Hat,@enigmatic_smile,"Marrakesh, Morocco",park bench,3,Winter of '98,🍝,0.83,-,a penguin wearing a birthday hat,hat; birthday; penguin,0.7193; 0.7031; 0.3116,mysterious,-
image73,Yellow Sun Shining Through,@atmospheric_pressure,"Reykjavík, Iceland",toilet,14,An endless Sunday,☕,-,-,a yellow sun shining through trees in a forest,trees; sun; yellow; cleanup; greene; vincent; moss; thompson; phillips; forest,0.7381; 0.7168; 0.263; 0.2604; 0.2533; 0.2506; 0.2497; 0.2474; 0.2462; 0.2444,raw,-
image79,Circle of Rocks Suspended,@heliodor_sun,"Montreal, Canada",balcony at sunset,10,My last day at work,☕,0.53,-,a circle of rocks suspended in the middle of an empty room,circle; rocks; room; middle; zen; installation; meditation; fountain; installations; exhibit; align; centered,0.7542; 0.729; 0.7231; 0.71; 0.2709; 0.2632; 0.2606; 0.2605; 0.2561; 0.2561; 0.2549; 0.2545,warm,-
image8,Collage,@nebula_dream,"Montreal, Canada",toilet,14,Halloween night,☕,0.59,-,"collage, and",collage; seeds; seed; ceramic; pour; housewares; iron; brush; lid,0.7288; 0.2777; 0.2713; 0.2664; 0.2606; 0.2589; 0.2583; 0.2582; 0.257,neutral,-
image80,Different Types of Labyrinths,@tranquil_forest,"Kibbutz Ein Gedi, Israel",kitchen table,11,Summer solstice,☀️,0.89,-,the different types of labyrinths,labyrinths; types; circles; phases; ranges; patterns; zones; pattern; targets; configurations,0.8016; 0.7527; 0.2925; 0.2716; 0.2702; 0.2696; 0.2687; 0.2684; 0.268; 0.2679,mysterious,-
image82,Blue and White Circle,@right_side_up,"Rosh Hanikra, Israel",museum hallway,12,Winter break,-,0.97,I did this while microdosing and laying on the grass near a supermarket,a blue and white circle,portal; dot; circular; centered; circles; blue; circle; wall,0.2693; 0.2682; 0.2614; 0.2607; 0.2585; 0.2573; 0.2572; 0.2567,melancholic,I did this while microdosing and laying on the grass near a supermarket
image9,Man in Costume,@neon_dreamer,"Tel Aviv, Israel",metro station,2,First snow of 2012,-,0.97,-,a of a man in a costume,costume; tribal; vendor; priest; performer; prophet; emperor; apache,0.7541; 0.2734; 0.2707; 0.2703; 0.27; 0.2681; 0.2662; 0.265,neutral,-
image92,Woman Getting Her Makeup Done,@upside_down,"Lisbon, Portugal",park bench,3,The festival weekend,🍷,0.51,-,a woman getting her makeup done,makeup; smoking; skins; blair; mariah; britney; concentrate; lindsay,0.2705; 0.2612; 0.2611; 0.2607; 0.2588; 0.258; 0.2571; 0.2556,serene,-
image98,Pair of Shoes,@outside_in,"Cusco, Peru",during traffic in my car,5,21/09/99,-,0.67,-,a of a pair of shoes,pair; shoe; shoes; footwear; boot; air; boots; heel; foot,0.7435; 0.2896; 0.2807; 0.2759; 0.2754; 0.2747; 0.2733; 0.2707; 0.2695,mysterious,-
image99,Green Moth in Blue,@gentle_breeze,"Jaffa, Israel",park bench,3,An endless Sunday,☀️,0.74,-,a of a green moth on a blue,moth; blue; bee; insects; cell; bugs; butterfly; patrol; buzz; male,0.788; 0.7051; 0.2836; 0.2814; 0.2793; 0.2765; 0.2764; 0.2715; 0.269; 0.264,cool,-
